comercializador,nome,proposta,tipo,segmento,faturacao,pagamento,opcao_horaria_e_ciclo,potencia_kva,preco_potencia_dia,preco_energia_simples,preco_energia_fora_vazio,preco_energia_vazio_bi,preco_energia_ponta,preco_energia_cheias,preco_energia_vazio_tri,tar_incluida_energia,tar_incluida_potencia,financiamento_tse_incluido,custo_regulacao_kwh,regulacao_iva_23,100_Verde,desconto_fatura_mes,desconto_mes_inicio,desconto_meses_limite,desconto_amigo_inicial,desconto_amigo_mes,desconto_amigo_meses,site_adesao,custo_pack_mes,notas,meses_promo,nome_pos_promo,apenas_fase
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,17.25,1.198124,0.155308,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,20.7,1.436038,0.155226,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,3.45,0.336708,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,4.6,0.424598,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,5.75,0.502242,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,6.9,0.581766,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,10.35,0.8014439999999999,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,13.8,1.037666,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,17.25,1.26289,,0.178104,0.109224,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,20.7,1.520262,,0.178104,0.109224,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,3.45,0.336708,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,4.6,0.424598,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,5.75,0.502242,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,6.9,0.581766,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,10.35,0.8014439999999999,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,13.8,1.037666,,0.172856,0.10455,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,17.25,1.26289,,0.178104,0.109224,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,20.7,1.520262,,0.178104,0.109224,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,3.45,0.308226,,,,0.314634,0.135382,0.10455,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,4.6,0.37929,,,,0.314634,0.135382,0.10455,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,5.75,0.447534,,,,0.314634,0.135382,0.10455,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,6.9,0.5352359999999999,,,,0.314634,0.135382,0.10455,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,10.35,0.738652,,,,0.314634,0.135382,0.10455,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,13.8,0.9651919999999999,,,,0.314634,0.135382,0.10455,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,17.25,1.174436,,,,0.321276,0.140548,0.109224,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,20.7,1.408778,,,,0.321194,0.140548,0.109224,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário > 20.7 kVA - Ciclo Diário,27.6,1.824822,,,,0.3106160000000001,0.146124,0.107338,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
